,user id,age,gender,occupation,user id,movie id,rating,release year
70,71,39,M,scientist,71,64,4,1994
71,72,48,F,administrator,72,520,5,1963
72,73,24,M,student,73,318,4,1993
73,74,39,M,scientist,74,129,3,1996
74,75,24,M,entertainment,75,413,2,1996
75,76,20,M,student,76,192,5,1980
76,77,30,M,technician,77,199,5,1957
77,78,26,M,administrator,78,255,4,1997
78,79,39,F,administrator,79,937,2,1997
79,80,34,F,administrator,80,303,4,1997
80,81,21,M,student,81,210,4,1989
81,82,50,M,programmer,82,424,1,1996
82,83,40,M,other,83,546,4,1996
83,84,32,M,executive,84,111,4,1996
84,85,51,M,educator,85,492,4,1955
85,86,26,M,administrator,86,289,3,1996
86,87,47,M,administrator,87,705,4,1952
87,88,49,F,librarian,88,690,4,1997
88,89,43,F,administrator,89,936,5,1997
89,90,60,M,educator,90,435,5,1969
90,91,55,M,marketing,91,389,2,1994
91,92,32,M,entertainment,92,596,2,1996
92,93,48,M,executive,93,125,1,1996
93,94,26,M,student,94,654,5,1974
94,95,31,M,administrator,95,229,3,1984
95,96,25,F,artist,96,190,4,1989
96,97,43,M,artist,97,919,5,1995
97,98,49,F,executive,98,152,3,1973
98,99,20,M,student,99,682,2,1997
99,100,36,M,executive,100,310,3,1997
100,101,15,M,student,101,596,3,1996
101,102,38,M,programmer,102,667,3,1977
102,103,26,M,student,103,204,3,1985
103,104,27,M,student,104,1028,2,1995
104,105,24,M,engineer,105,333,3,1997
105,106,61,M,retired,106,244,4,1997
106,107,39,M,scientist,107,312,4,1997
107,108,44,M,educator,108,181,3,1997
108,109,29,M,other,109,715,2,1995
109,110,19,M,student,110,403,3,1989
110,111,57,M,engineer,111,311,4,1997
111,112,30,M,salesman,112,903,1,1997
112,113,47,M,executive,113,7,3,1995
113,114,27,M,programmer,114,224,3,1996
114,115,31,M,engineer,115,181,4,1997
115,116,40,M,healthcare,116,181,4,1997
116,117,20,M,student,117,1012,4,1997
117,118,21,M,administrator,118,174,5,1981
118,119,32,M,programmer,119,1052,4,1995
119,120,47,F,other,120,546,2,1996
120,121,54,M,librarian,121,744,3,1996
121,122,32,F,writer,122,193,4,1983
122,123,48,F,artist,123,485,5,1964
123,124,34,M,student,124,195,4,1984
124,125,30,M,lawyer,125,493,4,1934
125,126,28,F,lawyer,126,294,3,1997
126,127,33,M,none,127,268,1,1997
127,128,24,F,marketing,128,136,5,1939
128,129,36,F,marketing,129,313,3,1997
129,130,20,M,none,130,150,5,1996
130,131,59,F,administrator,131,221,3,1996
131,132,24,M,other,132,151,3,1971
132,133,53,M,engineer,133,322,2,1997
133,134,31,M,programmer,134,300,3,1997
134,135,23,M,student,135,79,3,1993
135,136,51,M,other,136,9,5,1995
136,137,50,M,educator,137,385,5,1994
137,138,46,M,doctor,138,13,4,1995
138,139,20,M,student,139,303,5,1997
139,140,30,F,student,140,302,4,1997
140,141,49,M,programmer,141,750,1,1997
141,142,13,M,other,142,89,3,1982
142,143,42,M,technician,143,286,2,1996
143,144,53,M,programmer,144,403,3,1989
144,145,31,M,entertainment,145,631,4,1992
145,146,45,M,artist,146,301,2,1997
146,147,40,F,librarian,147,751,2,1997
147,148,33,M,engineer,148,1,4,1995
148,149,35,F,marketing,149,245,3,1997
149,150,20,F,artist,150,1,4,1995
150,151,38,F,administrator,151,602,4,1951
151,152,33,F,educator,152,25,3,1996
152,153,25,M,student,153,258,5,1997
153,154,25,M,student,154,50,5,1977
154,155,32,F,other,155,323,2,1997
155,156,25,M,educator,156,124,3,1996
156,157,57,M,engineer,157,289,4,1996
157,158,50,M,educator,158,55,4,1994
158,159,23,F,student,159,829,4,1996
159,160,27,M,programmer,160,161,3,1986
160,161,50,M,lawyer,161,582,1,1993
161,162,25,M,artist,162,508,5,1996
162,163,49,M,administrator,163,347,4,1998
163,164,47,M,healthcare,164,926,2,1996
164,165,20,F,other,165,419,4,1964
165,166,47,M,educator,166,294,3,1997
166,167,37,M,other,167,1307,2,1994
167,168,48,M,other,168,259,2,1997
168,169,52,F,other,169,684,5,1993
169,170,53,F,healthcare,170,881,3,1997
170,171,48,F,educator,171,315,4,1998
171,172,55,M,marketing,172,1172,3,1939
172,173,56,M,other,173,305,5,1997
173,174,30,F,administrator,174,151,3,1971
174,175,26,F,scientist,175,193,4,1983
175,176,28,M,scientist,176,273,4,1995
176,177,20,M,programmer,177,238,3,1987
177,178,26,M,other,178,226,4,1990
178,179,15,M,entertainment,179,321,1,1996
179,180,22,F,administrator,180,191,4,1984
180,181,26,M,executive,181,1326,1,1996
181,182,36,M,programmer,182,178,5,1957
182,183,33,M,scientist,183,203,3,1992
183,184,37,M,librarian,184,237,4,1996
184,185,53,F,librarian,185,701,3,1993
185,186,39,F,executive,186,988,4,1997
186,187,26,M,educator,187,428,4,1971
187,188,42,M,student,188,1263,3,1996
188,189,32,M,artist,189,934,2,1996
189,190,30,M,administrator,190,591,4,1996
190,191,33,M,administrator,191,751,3,1997
191,192,42,M,educator,192,258,5,1997
192,193,29,M,student,193,1406,4,1995
193,194,38,M,administrator,194,654,2,1974
194,195,42,M,scientist,195,982,2,1996
195,196,49,M,writer,196,110,1,1995
196,197,55,M,technician,197,39,2,1995
197,198,21,F,student,198,385,3,1994
198,199,30,M,writer,199,116,5,1996
199,200,40,M,programmer,200,552,4,1995
200,201,27,M,writer,201,10,3,1996
201,202,41,F,educator,202,286,1,1996
202,203,25,F,student,203,304,3,1996
203,204,52,F,librarian,204,748,1,1997
204,205,47,M,lawyer,205,313,3,1997
205,206,14,F,student,206,1062,3,1998
206,207,39,M,marketing,207,609,4,1950
207,208,43,M,engineer,208,86,2,1993
208,209,33,F,educator,209,906,2,1997
209,210,39,M,engineer,210,208,5,1974
210,211,66,M,salesman,211,230,3,1986
211,212,49,F,educator,212,246,5,1997
212,213,33,M,executive,213,258,4,1997
213,214,26,F,librarian,214,960,2,1993
214,215,35,M,programmer,215,380,3,1994
215,216,22,M,engineer,216,1218,3,1995
216,217,22,M,other,217,195,5,1984
217,218,37,M,administrator,218,39,2,1995
218,219,32,M,programmer,219,855,5,1981
219,220,30,M,librarian,220,264,3,1997
220,221,19,M,student,221,1314,3,1994
221,222,29,M,programmer,222,1207,2,1995
222,223,19,F,student,223,977,2,1996
223,224,31,F,educator,224,778,1,1995
224,225,51,F,administrator,225,479,4,1958
225,226,28,M,student,226,25,4,1996
226,227,46,M,executive,227,100,5,1997
227,228,21,F,student,228,313,5,1997
228,229,29,F,librarian,229,750,2,1997
229,230,28,F,student,230,1050,3,1947
230,231,48,M,librarian,231,300,4,1997
231,232,45,M,scientist,232,133,4,1939
232,233,38,M,engineer,233,133,5,1939
233,234,60,M,retired,234,284,3,1996
234,235,37,M,educator,235,70,5,1994
235,236,44,F,writer,236,151,2,1971
236,237,49,M,administrator,237,1192,5,1993
237,238,42,F,administrator,238,1190,3,1997
238,239,39,M,artist,239,150,5,1996
239,240,23,F,educator,240,313,5,1997
240,241,26,F,student,241,292,4,1997
241,242,33,M,educator,242,237,4,1996
242,243,33,M,educator,243,699,4,1994
243,244,28,M,technician,244,926,2,1996
244,245,22,M,student,245,181,4,1997
245,246,19,M,student,246,741,5,1996
246,247,28,M,engineer,247,751,3,1997
247,248,25,M,student,248,114,5,1996
248,249,25,M,student,249,478,4,1940
249,250,29,M,executive,250,325,4,1997
250,251,28,M,doctor,251,79,5,1993
251,252,42,M,engineer,252,224,4,1996
252,253,26,F,librarian,253,298,3,1997
253,254,44,M,educator,254,380,4,1994
254,255,23,M,entertainment,255,827,2,1996
255,256,35,F,none,256,187,3,1974
256,257,17,M,student,257,1160,4,1997
257,258,19,F,student,258,332,5,1997
258,259,21,M,student,259,235,2,1996
259,260,40,F,artist,260,333,4,1997
260,261,28,M,administrator,261,321,3,1996
261,262,19,F,student,262,55,3,1994
262,263,41,M,programmer,263,892,3,1997
263,264,36,F,writer,264,702,4,1994
264,265,26,M,executive,265,409,3,1996
265,266,62,F,administrator,266,268,4,1997
266,267,23,M,engineer,267,204,4,1985
267,268,24,M,engineer,268,128,3,1996
268,269,31,F,librarian,269,88,1,1993
269,270,18,F,student,270,250,2,1997
270,271,51,M,engineer,271,62,2,1994
271,272,33,M,scientist,272,772,2,1995
272,273,50,F,other,273,902,5,1997
273,274,20,F,student,274,277,4,1995
274,275,38,M,engineer,275,230,3,1986
275,276,21,M,student,276,406,2,1996
276,277,35,F,administrator,277,925,4,1996
277,278,37,F,librarian,278,269,5,1997
278,279,33,M,programmer,279,1488,4,1993
279,280,30,F,librarian,280,1015,3,1997
280,281,15,F,student,281,322,4,1997
281,282,22,M,administrator,282,269,4,1997
282,283,28,M,programmer,283,866,3,1996
283,284,40,M,executive,284,346,4,1997
284,285,25,M,programmer,285,455,4,1997
285,286,27,M,student,286,1047,1,1996
286,287,21,M,salesman,287,246,4,1997
287,288,34,M,marketing,288,346,5,1997
288,289,11,M,none,289,849,4,1990
289,290,40,M,engineer,290,993,4,1997
290,291,19,M,student,291,741,5,1996
291,292,35,F,programmer,292,56,5,1994
292,293,24,M,writer,293,208,3,1974
293,294,34,M,technician,294,125,3,1996
294,295,31,M,educator,295,660,5,1991
295,296,43,F,administrator,296,1284,4,1996
296,297,29,F,educator,297,34,3,1995
297,298,44,M,executive,298,993,4,1997
298,299,29,M,doctor,299,10,5,1996
299,300,26,F,programmer,300,294,3,1997
300,301,24,M,student,301,401,4,1995
301,302,42,M,educator,302,270,2,1997
302,303,19,M,student,303,773,4,1994
303,304,22,F,student,304,681,2,1997
304,305,23,M,programmer,305,242,5,1997
305,306,45,M,other,306,269,5,1997
306,307,25,M,student,307,588,4,1991
307,308,60,M,retired,308,255,4,1997
308,309,40,M,scientist,309,319,4,1996
309,310,37,M,educator,310,536,4,1997
310,311,32,M,technician,311,660,4,1991
311,312,48,M,other,312,486,5,1954
312,313,41,M,marketing,313,629,3,1982
313,314,20,F,student,314,1276,4,1996
314,315,31,M,educator,315,48,4,1994
315,316,43,F,other,316,614,2,1956
316,317,22,M,administrator,317,678,2,1997
317,318,65,M,retired,318,237,5,1996
318,319,38,M,programmer,319,338,2,1997
319,320,19,M,student,320,4,3,1995
320,321,49,F,educator,321,855,3,1981
321,322,20,M,student,322,505,4,1954
322,323,21,M,student,323,741,3,1996
323,324,21,F,student,324,259,5,1997
324,325,48,M,technician,325,1,2,1995
325,326,41,M,administrator,326,44,1,1994
326,327,22,M,student,327,26,3,1995
327,328,51,M,administrator,328,448,3,1976
328,329,48,M,educator,329,300,4,1997
329,330,35,F,educator,330,627,5,1991
330,331,33,M,entertainment,331,479,2,1958
331,332,20,M,student,332,144,5,1988
332,333,47,M,other,333,127,4,1972
333,334,32,M,librarian,334,1241,2,1997
334,335,45,M,executive,335,305,4,1997
335,336,23,M,salesman,336,998,1,1994
336,337,37,M,scientist,337,25,3,1996
337,338,39,F,librarian,338,1124,4,1932
338,339,35,M,lawyer,339,23,5,1996
339,340,46,M,engineer,340,211,3,1970
340,341,17,F,student,341,895,4,1997
341,342,25,F,other,342,238,4,1987
342,343,43,M,engineer,343,86,5,1993
343,344,30,F,librarian,344,372,4,1995
344,345,28,F,librarian,345,678,2,1997
345,346,34,M,other,346,385,5,1994
346,347,18,M,student,347,31,5,1995
347,348,24,F,student,348,476,4,1996
348,349,68,M,retired,349,619,4,1996
349,350,32,M,student,350,174,5,1981
350,351,61,M,educator,351,678,4,1997
351,352,37,F,programmer,352,56,5,1994
352,353,25,M,scientist,353,333,4,1997
353,354,29,F,librarian,354,429,3,1951
354,355,25,M,student,355,324,4,1997
355,356,32,F,homemaker,356,272,5,1997
356,357,26,M,executive,357,105,4,1996
357,358,40,M,educator,358,863,5,1996
358,359,22,M,student,359,50,5,1977
359,360,51,M,other,360,100,5,1997
360,361,22,M,student,361,770,3,1995
361,362,35,F,homemaker,362,245,4,1997
362,363,20,M,student,363,100,5,1997
363,364,63,M,engineer,364,678,4,1997
364,365,29,M,lawyer,365,285,4,1996
365,366,20,F,student,366,447,5,1976
366,367,17,M,student,367,324,5,1997
367,368,18,M,student,368,551,4,1995
368,369,24,M,student,369,900,4,1997
369,370,52,M,writer,370,497,3,1938
370,371,36,M,engineer,371,177,4,1966
371,372,25,F,student,372,200,5,1980
372,373,24,F,other,373,386,3,1993
373,374,36,M,executive,374,239,4,1992
374,375,17,M,entertainment,375,1073,2,1994
375,376,28,F,other,376,154,4,1979
376,377,22,M,student,377,294,5,1997
377,378,35,M,student,378,323,3,1997
378,379,44,M,programmer,379,286,4,1996
379,380,32,M,engineer,380,174,4,1981
380,381,33,M,artist,381,443,5,1963
381,382,45,M,engineer,382,127,3,1972
382,383,42,M,administrator,383,132,5,1939
383,384,52,M,programmer,384,689,4,1997
384,385,36,M,writer,385,47,4,1994
385,386,36,M,salesman,386,1016,4,1997
386,387,33,M,entertainment,387,1012,4,1997
387,388,31,M,other,388,200,5,1980
388,389,44,F,writer,389,234,4,1975
389,390,42,F,writer,390,319,5,1996
390,391,23,M,student,391,58,4,1994
391,392,52,M,writer,392,179,5,1971
392,393,19,M,student,393,386,4,1993
393,394,25,M,administrator,394,578,2,1993
394,395,43,M,other,395,118,3,1996
395,396,57,M,engineer,396,121,5,1996
396,397,17,M,student,397,340,2,1997
397,398,40,M,other,398,502,3,1971
398,399,25,M,other,399,214,4,1982
399,400,33,F,administrator,400,328,3,1997
400,401,46,F,healthcare,401,482,4,1959
401,402,30,M,engineer,402,168,5,1974
402,403,37,M,other,403,129,4,1996
403,404,29,F,programmer,404,310,4,1997
404,405,22,F,healthcare,405,1113,1,1994
405,406,52,M,educator,406,563,1,1995
406,407,29,M,engineer,407,89,4,1982
407,408,23,M,student,408,315,5,1998
408,409,48,M,administrator,409,632,3,1982
409,410,30,F,artist,410,347,1,1998
410,411,34,M,educator,411,8,3,1995
411,412,25,M,educator,412,114,4,1996
412,413,55,M,educator,413,471,4,1996
413,414,24,M,programmer,414,300,4,1997
414,415,39,M,educator,415,136,5,1939
415,416,20,F,student,416,588,5,1991
416,417,27,F,other,417,223,5,1996
417,418,55,F,none,418,288,5,1996
418,419,37,M,lawyer,419,191,4,1984
419,420,53,M,educator,420,137,4,1996
420,421,38,F,programmer,421,517,2,1979
421,422,26,M,entertainment,422,295,3,1997
422,423,64,M,other,423,750,5,1997
423,424,36,F,marketing,424,681,3,1997
424,425,19,M,student,425,1129,3,1996
425,426,55,M,educator,426,404,3,1940
426,427,51,M,doctor,427,359,5,1997
427,428,28,M,student,428,332,4,1997
428,429,27,M,student,429,358,3,1997
429,430,38,M,scientist,430,253,1,1997
430,431,24,M,marketing,431,332,3,1997
431,432,22,M,entertainment,432,111,4,1996
432,433,27,M,artist,433,60,5,1993
433,434,16,F,student,434,287,5,1996
434,435,24,M,engineer,435,96,5,1991
435,436,30,F,administrator,436,264,2,1997
436,437,27,F,other,437,482,5,1959
437,438,51,F,administrator,438,286,2,1996
438,439,23,F,administrator,439,240,3,1996
439,440,30,M,other,440,883,5,1997
440,441,50,M,technician,441,15,3,1996
441,442,22,M,student,442,22,2,1996
442,443,35,M,salesman,443,333,5,1997
443,444,51,F,lawyer,444,100,5,1997
444,445,21,M,writer,445,544,2,1996
445,446,57,M,educator,446,294,1,1997
446,447,30,M,administrator,447,642,4,1990
447,448,23,M,entertainment,448,305,4,1997
448,449,23,M,librarian,449,1195,5,1993
449,450,35,F,educator,450,1153,5,1993
450,451,16,M,student,451,990,3,1997
451,452,35,M,administrator,452,172,4,1980
452,453,18,M,student,453,456,3,1997
453,454,57,M,other,454,162,3,1981
454,455,48,M,administrator,455,423,5,1982
455,456,24,M,technician,456,200,4,1980
456,457,33,F,salesman,457,25,4,1996
457,458,47,M,technician,458,696,3,1996
458,459,22,M,student,459,174,4,1981
459,460,44,F,other,460,127,4,1972
460,461,15,M,student,461,347,4,1998
461,462,19,F,student,462,322,5,1997
462,463,48,F,healthcare,463,15,4,1996
463,464,60,M,writer,464,1226,4,1997
464,465,32,M,other,465,109,3,1996
465,466,22,M,student,466,273,4,1995
466,467,29,M,engineer,467,455,3,1997
467,468,28,M,engineer,468,318,5,1993
468,469,60,M,educator,469,507,5,1951
469,470,24,M,programmer,470,508,5,1996
470,471,10,M,student,471,420,1,1951
471,472,24,M,student,472,265,4,1990
472,473,29,M,student,473,256,4,1997
473,474,51,M,executive,474,789,4,1995
474,475,30,M,programmer,475,259,5,1997
475,476,28,M,student,476,294,3,1997
476,477,23,F,student,477,1041,5,1995
477,478,29,M,other,478,93,4,1996
478,479,30,M,educator,479,475,1,1996
479,480,57,M,retired,480,190,5,1989
480,481,73,M,retired,481,163,4,1974
481,482,18,F,student,482,321,3,1996
482,483,29,M,scientist,483,197,3,1967
483,484,27,M,student,484,9,1,1995
484,485,44,F,educator,485,752,3,1998
485,486,39,M,educator,486,321,3,1996
486,487,22,M,engineer,487,117,5,1996
487,488,48,M,technician,488,1039,4,1997
488,489,55,M,other,489,351,5,1998
489,490,29,F,artist,490,137,3,1996
490,491,43,F,writer,491,408,5,1996
491,492,57,M,educator,492,137,4,1996
492,493,22,M,engineer,493,170,3,1988
493,494,38,F,administrator,494,194,4,1973
494,495,29,M,engineer,495,622,2,1960
495,496,21,F,student,496,142,2,1971
496,497,20,M,student,497,944,3,1994
497,498,26,M,writer,498,509,3,1989
498,499,42,M,programmer,499,7,4,1995
499,500,28,M,administrator,500,381,4,1994
500,501,22,M,student,501,1278,3,1997
501,502,22,M,student,502,687,4,1997
502,503,50,F,writer,503,127,5,1972
503,504,40,F,writer,504,276,3,1995
504,505,27,F,other,505,328,4,1997
505,506,46,M,programmer,506,802,4,1993
506,507,18,F,writer,507,338,5,1997
507,508,27,M,marketing,508,1,5,1995
508,509,23,M,administrator,509,603,4,1954
509,510,34,M,other,510,286,3,1996
510,511,22,M,student,511,292,5,1997
511,512,29,M,other,512,313,3,1997
512,513,43,M,administrator,513,546,4,1996
513,514,27,M,programmer,514,215,4,1989
514,515,53,M,marketing,515,302,3,1997
515,516,53,F,librarian,516,474,5,1963
516,517,24,M,student,517,300,5,1997
517,518,49,F,writer,518,117,5,1996
518,519,22,M,other,519,991,2,1997
519,520,62,M,healthcare,520,311,3,1997
520,521,19,M,student,521,427,3,1962
521,522,36,M,engineer,522,480,5,1959
522,523,50,F,administrator,523,1047,5,1996
523,524,56,M,educator,524,550,3,1995
524,525,27,F,administrator,525,127,3,1972
525,526,30,M,marketing,526,676,5,1996
526,527,33,M,librarian,527,646,5,1969
527,528,18,M,student,528,615,4,1935
528,529,47,F,administrator,529,880,4,1997
529,530,29,M,engineer,530,172,4,1980
530,531,30,F,salesman,531,289,3,1996
531,532,20,M,student,532,520,5,1963
532,533,43,M,librarian,533,483,4,1942
533,534,20,M,student,534,148,4,1996
534,535,45,F,educator,535,629,4,1982
535,536,38,M,engineer,536,63,4,1994
536,537,36,M,engineer,537,132,3,1939
537,538,31,M,scientist,538,183,4,1979
538,539,53,F,administrator,539,496,3,1946
539,540,28,M,engineer,540,741,3,1996
540,541,19,F,student,541,1409,4,1994
541,542,21,M,student,542,1218,3,1995
542,543,33,M,scientist,543,919,2,1995
543,544,44,F,other,544,338,2,1997
544,545,27,M,technician,545,196,4,1989
545,546,36,M,executive,546,98,5,1991
546,547,50,M,educator,547,338,2,1997
547,548,51,M,writer,548,276,3,1995
548,549,42,M,scientist,549,411,3,1996
549,550,16,F,student,550,300,4,1997
550,551,25,M,programmer,551,188,5,1987
551,552,45,M,other,552,336,3,1997
552,553,58,M,educator,553,497,4,1938
553,554,32,M,scientist,554,819,3,1996
554,555,29,F,educator,555,248,4,1997
555,556,35,F,educator,556,319,3,1996
556,557,30,F,writer,557,307,5,1997
557,558,56,F,writer,558,1068,2,1996
558,559,69,M,executive,559,294,1,1997
559,560,32,M,student,560,235,2,1996
560,561,23,M,engineer,561,232,3,1988
561,562,54,F,administrator,562,144,5,1988
562,563,39,F,librarian,563,476,3,1996
563,564,65,M,retired,564,121,4,1996
564,565,40,M,student,565,462,4,1992
565,566,20,M,student,566,163,5,1974
566,567,24,M,entertainment,567,156,5,1992
567,568,39,M,educator,568,855,1,1981
568,569,34,M,educator,569,676,4,1996
569,570,26,M,educator,570,271,4,1997
570,571,34,M,artist,571,45,4,1994
571,572,51,M,educator,572,300,4,1997
572,573,68,M,retired,573,713,4,1995
573,574,56,M,educator,574,300,4,1997
574,575,33,M,marketing,575,963,1,1993
575,576,48,M,executive,576,514,5,1977
576,577,36,F,student,577,125,4,1996
577,578,31,M,administrator,578,323,3,1997
578,579,32,M,educator,579,179,3,1971
579,580,16,M,student,580,3,5,1995
580,581,37,M,other,581,221,2,1996
581,582,17,M,student,582,455,1,1997
582,583,44,M,engineer,583,286,4,1996
583,584,25,M,student,584,114,4,1996
584,585,69,M,librarian,585,1319,2,1996
585,586,20,M,student,586,468,3,1993
586,587,26,M,other,587,301,3,1997
587,588,18,F,student,588,347,5,1998
588,589,21,M,lawyer,589,751,4,1997
589,590,50,M,educator,590,740,4,1996
590,591,57,F,librarian,591,94,3,1990
591,592,18,M,student,592,762,5,1996
592,593,31,F,educator,593,157,3,1986
593,594,46,M,educator,594,221,4,1996
594,595,25,M,programmer,595,1067,4,1996
595,596,20,M,artist,596,295,4,1997
596,597,23,M,other,597,250,4,1997
597,598,40,F,marketing,598,308,4,1997
598,599,22,F,student,599,471,4,1996
599,600,34,M,programmer,600,684,4,1993
600,601,19,F,artist,601,118,1,1996
601,602,47,F,other,602,880,4,1997
602,603,21,M,programmer,603,180,4,1979
603,604,39,M,educator,604,56,2,1994
604,605,33,M,engineer,605,340,4,1997
605,606,28,M,programmer,606,746,5,1985
606,607,49,F,healthcare,607,212,3,1988
607,608,22,M,other,608,287,3,1996
608,609,13,F,student,609,877,5,1997
609,610,22,M,student,610,51,5,1994
610,611,46,M,librarian,611,336,5,1997
611,612,36,M,educator,612,243,2,1997
612,613,37,F,marketing,613,1315,4,1997
613,614,54,M,educator,614,508,4,1996
614,615,38,M,educator,615,1128,1,1996
615,616,55,M,scientist,616,678,2,1997
616,617,27,F,writer,617,644,4,1988
617,618,15,F,student,618,185,5,1960
618,619,17,M,student,619,68,3,1994
619,620,18,F,writer,620,125,2,1996
620,621,17,M,student,621,241,4,1992
621,622,25,M,programmer,622,364,1,1995
622,623,50,F,educator,623,642,3,1990
623,624,19,M,student,624,246,4,1997
624,625,27,M,programmer,625,393,4,1993
625,626,23,M,scientist,626,948,1,1997
626,627,24,M,engineer,627,434,4,1956
627,628,13,M,none,628,326,5,1997
628,629,46,F,other,629,162,5,1981
629,630,26,F,healthcare,630,255,5,1997
630,631,18,F,student,631,323,2,1997
631,632,18,M,student,632,56,3,1994
632,633,35,M,programmer,633,289,3,1996
633,634,39,M,engineer,634,840,2,1996
634,635,22,M,other,635,255,4,1997
635,636,47,M,educator,636,235,4,1996
636,637,30,M,other,637,338,4,1997
637,638,45,M,engineer,638,176,3,1986
638,639,42,F,librarian,639,953,2,1995
639,640,20,M,student,640,33,3,1995
640,641,24,M,student,641,427,4,1962
641,642,18,F,student,642,208,5,1974
642,643,39,M,scientist,643,204,3,1985
643,644,51,M,retired,644,597,4,1996
644,645,27,M,programmer,645,4,4,1995
645,646,17,F,student,646,307,3,1997
646,647,40,M,educator,647,250,3,1997
647,648,43,M,engineer,648,318,3,1993
648,649,20,M,student,649,282,4,1996
649,650,42,M,engineer,650,737,2,1994
650,651,65,M,retired,651,242,5,1997
651,652,35,M,other,652,125,2,1996
652,653,31,M,executive,653,22,5,1996
653,654,27,F,student,654,332,4,1997
654,655,50,F,healthcare,655,1436,2,1993
655,656,48,M,educator,656,347,4,1998
656,657,26,F,none,657,294,5,1997
657,658,33,M,programmer,658,182,5,1990
658,659,31,M,educator,659,393,3,1993
659,660,26,M,student,660,161,1,1986
660,661,28,M,programmer,661,707,5,1991
661,662,55,M,librarian,662,276,3,1995
662,663,26,M,other,663,588,4,1991
663,664,30,M,engineer,664,1098,3,1996
664,665,25,M,administrator,665,98,4,1991
665,666,44,M,administrator,666,4,5,1995
666,667,35,M,librarian,667,962,2,1993
667,668,29,F,writer,668,283,5,1996
668,669,37,M,other,669,300,4,1997
669,670,30,M,technician,670,657,5,1962
670,671,21,M,programmer,671,123,5,1996
671,672,54,F,administrator,672,874,4,1997
672,673,51,M,educator,673,310,5,1997
673,674,13,F,student,674,763,5,1996
674,675,34,M,other,675,311,3,1997
675,676,30,M,programmer,676,948,1,1997
676,677,20,M,other,677,91,5,1993
677,678,50,M,educator,678,50,4,1977
678,679,20,F,student,679,322,3,1997
679,680,33,M,lawyer,680,169,5,1993
680,681,44,F,marketing,681,328,3,1997
681,682,23,M,programmer,682,1135,2,1991
682,683,42,M,librarian,683,259,3,1997
683,684,28,M,student,684,395,2,1993
684,685,32,F,librarian,685,333,1,1997
685,686,32,M,educator,686,56,5,1994
686,687,31,F,healthcare,687,336,2,1997
687,688,37,F,administrator,688,341,5,1997
